age, workclass, education, marital-status, occupation, relationship, race, sex, hours-per-week, country, salary
38, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female, 32, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Own-child, White, Female, 50, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female, 38, United-States, <=50K
59, State-gov, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male, 40, United-States, <=50K
42, Private, Some-college, Separated, Adm-clerical, Own-child, White, Female, 40, United-States, <=50K
54, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, 32, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, 45, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male, 40, United-States, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female, 40, Germany, <=50K
32, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 50, Iran, >50K
62, Private, Some-college, Separated, Sales, Unmarried, White, Female, 33, United-States, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, 40, United-States, <=50K
67, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male, 40, United-States, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female, 40, United-States, <=50K
51, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, 70, United-States, >50K
54, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female, 36, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male, 70, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, 40, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, 36, United-States, <=50K
38, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, 60, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, <=50K
44, State-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male, 40, United-States, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, 70, United-States, >50K
74, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 35, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Female, 40, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, 52, United-States, <=50K
50, Private, Assoc-voc, Widowed, Exec-managerial, Unmarried, White, Female, 40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
30, ?, HS-grad, Separated, ?, Unmarried, Black, Female, 25, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 50, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, 40, Vietnam, <=50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male, 30, ?, <=50K
47, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, Iran, >50K
39, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female, 40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Other-relative, Black, Female, 37, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female, 40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 45, United-States, >50K
35, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, 45, Germany, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
49, State-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female, 44, United-States, <=50K
50, Private, Bachelors, Separated, Prof-specialty, Own-child, Other, Female, 40, United-States, <=50K
36, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female, 36, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male, 20, United-States, <=50K
49, Private, HS-grad, Separated, Prof-specialty, Unmarried, Black, Female, 40, United-States, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 60, United-States, >50K
22, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, 40, United-States, <=50K
60, ?, HS-grad, Divorced, ?, Not-in-family, White, Female, 40, United-States, <=50K
67, Private, 11th, Widowed, Adm-clerical, Unmarried, White, Female, 20, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female, 40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male, 50, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female, 12, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female, 32, United-States, >50K
49, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 45, United-States, >50K
41, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Female, 60, United-States, >50K
38, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male, 40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99, United-States, >50K
40, Private, Some-college, Never-married, Sales, Not-in-family, White, Male, 40, United-States, <=50K
23, ?, Some-college, Separated, ?, Not-in-family, White, Female, 40, United-States, <=50K
19, ?, Some-college, Never-married, ?, Own-child, White, Female, 40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 60, United-States, >50K
46, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, 40, United-States, <=50K
25, Private, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, 22, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 40, United-States, >50K
24, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male, 48, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 48, United-States, <=50K
54, Private, Preschool, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 40, China, <=50K
23, Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, 40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, 40, United-States, <=50K
18, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Female, 8, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 40, United-States, <=50K
45, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, 40, United-States, <=50K
62, State-gov, Assoc-voc, Widowed, Exec-managerial, Unmarried, Black, Female, 40, United-States, <=50K
28, Private, Bachelors, Married-spouse-absent, Tech-support, Unmarried, Black, Female, 40, United-States, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 60, Yugoslavia, >50K
31, Private, HS-grad, Never-married, Sales, Other-relative, White, Male, 40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 40, ?, <=50K
33, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Unmarried, White, Male, 50, United-States, <=50K
62, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, 16, United-States, <=50K
27, Private, 7th-8th, Married-civ-spouse, Other-service, Wife, White, Female, 40, United-States, <=50K
42, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female, 40, United-States, >50K
55, Private, 9th, Never-married, Handlers-cleaners, Other-relative, Black, Male, 37, United-States, <=50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, 50, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 50, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, 40, United-States, >50K
67, Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Male, 65, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, 45, United-States, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 48, United-States, >50K
22, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male, 40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male, 20, United-States, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, 45, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 50, United-States, <=50K
32, Private, Prof-school, Never-married, Sales, Not-in-family, White, Female, 50, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
53, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Female, 20, United-States, <=50K
53, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male, 45, United-States, <=50K
42, Self-emp-inc, 12th, Divorced, Craft-repair, Not-in-family, White, Male, 10, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, 40, United-States, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99, United-States, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female, 16, United-States, <=50K
55, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female, 35, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, <=50K
40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, 40, United-States, >50K
54, Self-emp-not-inc, 10th, Divorced, Other-service, Not-in-family, Black, Female, 10, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male, 45, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, 40, United-States, >50K
40, Local-gov, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male, 60, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 50, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male, 40, Taiwan, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, 40, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female, 25, Puerto-Rico, <=50K
31, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female, 30, United-States, <=50K
55, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, 55, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male, 20, Mexico, <=50K
27, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
35, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Male, 40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female, 20, United-States, <=50K
24, Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Unmarried, White, Female, 38, United-States, <=50K
27, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male, 40, ?, <=50K
18, Federal-gov, 11th, Never-married, Machine-op-inspct, Own-child, White, Male, 4, United-States, <=50K
28, Local-gov, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, 40, United-States, <=50K
36, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female, 40, United-States, <=50K
66, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, 20, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female, 15, United-States, <=50K
59, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Wife, White, Female, 36, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 46, United-States, <=50K
28, Private, 7th-8th, Separated, Handlers-cleaners, Not-in-family, White, Male, 40, Mexico, <=50K
34, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male, 40, United-States, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, 55, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, 45, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 60, United-States, <=50K
47, Private, HS-grad, Separated, Prof-specialty, Other-relative, Black, Female, 38, United-States, >50K
29, Private, 10th, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, 40, Mexico, <=50K
60, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male, 50, United-States, >50K
53, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 35, United-States, <=50K
41, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male, 60, United-States, <=50K
32, Private, Some-college, Divorced, Sales, Unmarried, White, Female, 30, United-States, <=50K
73, ?, HS-grad, Widowed, ?, Not-in-family, White, Female, 22, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, 30, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male, 40, United-States, >50K
36, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male, 40, United-States, <=50K
33, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, 45, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, 34, United-States, <=50K
34, ?, HS-grad, Married-civ-spouse, ?, Husband, Black, Male, 10, United-States, <=50K
19, ?, Some-college, Never-married, ?, Own-child, Asian-Pac-Islander, Female, 40, United-States, <=50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male, 40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 44, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 50, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Black, Male, 20, Jamaica, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 50, United-States, <=50K
22, Private, 10th, Married-civ-spouse, Sales, Wife, White, Female, 40, United-States, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, <=50K
56, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male, 40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
36, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female, 40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female, 20, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male, 50, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 50, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, 40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, >50K
21, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White, Female, 12, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, 50, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, 40, United-States, >50K
65, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
26, Private, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, 40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 50, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 50, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, 20, United-States, <=50K
55, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male, 40, United-States, <=50K
27, Federal-gov, Bachelors, Never-married, Transport-moving, Other-relative, White, Male, 35, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, Cuba, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 55, United-States, >50K
24, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
22, Private, 7th-8th, Never-married, Other-service, Unmarried, White, Female, 40, Mexico, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female, 40, United-States, <=50K
23, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Female, 40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, 60, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male, 40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Female, 40, United-States, <=50K
59, Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male, 40, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, 50, United-States, >50K
58, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, 48, United-States, >50K
65, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
24, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, 40, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, 45, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 45, United-States, <=50K
84, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female, 16, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
24, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, 50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 45, United-States, <=50K
22, Private, 10th, Never-married, Other-service, Not-in-family, White, Male, 40, Mexico, <=50K
30, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, 40, Ireland, <=50K
47, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, 40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female, 35, United-States, <=50K
43, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, 36, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, 50, United-States, <=50K
46, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female, 45, United-States, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 60, United-States, <=50K
37, Private, 5th-6th, Never-married, Machine-op-inspct, Unmarried, White, Female, 40, Mexico, <=50K
42, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male, 40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, <=50K
46, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female, 20, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, 58, United-States, >50K
64, Private, Masters, Never-married, Prof-specialty, Other-relative, White, Female, 8, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female, 40, Germany, <=50K
31, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, 40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, 40, United-States, >50K
44, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male, 40, United-States, <=50K
42, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 40, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male, 40, United-States, <=50K
31, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, 90, United-States, >50K
35, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, 36, United-States, <=50K
30, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male, 35, United-States, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male, 20, United-States, <=50K
40, Private, HS-grad, Married-spouse-absent, Adm-clerical, Own-child, White, Female, 38, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female, 20, United-States, <=50K
23, Private, 10th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male, 30, ?, <=50K
63, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 40, United-States, <=50K
20, State-gov, HS-grad, Never-married, Transport-moving, Own-child, White, Male, 40, United-States, <=50K
50, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, 60, United-States, >50K
49, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male, 45, United-States, <=50K
53, Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male, 40, United-States, <=50K
34, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Female, 40, United-States, <=50K
54, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, 56, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, 40, United-States, >50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, 40, United-States, <=50K
28, Private, 10th, Never-married, Farming-fishing, Other-relative, White, Male, 35, Mexico, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, 40, El-Salvador, <=50K
37, Private, 1st-4th, Never-married, Other-service, Unmarried, White, Female, 48, El-Salvador, <=50K
62, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, 16, United-States, <=50K
19, ?, Some-college, Never-married, ?, Not-in-family, White, Male, 40, United-States, <=50K
51, Private, Assoc-voc, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female, 40, United-States, <=50K
65, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, 8, United-States, <=50K
42, Self-emp-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Male, 90, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female, 35, United-States, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, Cuba, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female, 60, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, 46, United-States, <=50K
42, Private, 11th, Divorced, Craft-repair, Not-in-family, White, Male, 40, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male, 40, United-States, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
33, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female, 40, United-States, <=50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male, 40, United-States, <=50K
27, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 40, United-States, <=50K
20, ?, 11th, Never-married, ?, Own-child, Black, Male, 40, United-States, <=50K
62, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male, 40, Philippines, <=50K
17, Private, 10th, Never-married, Sales, Other-relative, White, Male, 30, United-States, <=50K
58, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female, 55, United-States, >50K
69, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 42, United-States, >50K
34, Private, Bachelors, Separated, Sales, Not-in-family, White, Male, 50, United-States, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, 35, United-States, <=50K
64, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, 40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 55, ?, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, 40, United-States, >50K
40, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, El-Salvador, <=50K
53, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male, 38, United-States, >50K
44, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male, 45, United-States, <=50K
37, Private, 5th-6th, Never-married, Adm-clerical, Other-relative, White, Female, 40, Mexico, <=50K
46, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, 60, United-States, >50K
17, Private, 9th, Never-married, Machine-op-inspct, Own-child, White, Male, 20, United-States, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, 40, United-States, <=50K
36, Local-gov, Assoc-acdm, Separated, Adm-clerical, Unmarried, White, Female, 40, United-States, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 40, United-States, >50K
48, Private, Prof-school, Divorced, Prof-specialty, Unmarried, White, Female, 25, United-States, <=50K
26, Private, Bachelors, Never-married, Sales, Other-relative, White, Male, 40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female, 8, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
29, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, White, Male, 40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, >50K
36, Local-gov, Some-college, Separated, Adm-clerical, Own-child, Black, Male, 40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, <=50K
18, Local-gov, 10th, Never-married, Other-service, Own-child, White, Male, 25, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Black, Female, 20, United-States, <=50K
