age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,class,out
17,?,10th,6,Never-married,?,Own-child,White,Male,20,United-States,0,8.377438E-05
17,?,11th,7,Never-married,?,Own-child,Black,Male,8,United-States,0,1.8810208E-05
21,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0,0.05789005
56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0.29637563
59,Local-gov,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,60,United-States,1,0.18695675
37,Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0,0.032420576
52,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0,0.028039446
50,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.76506674
55,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0.8974048
55,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.7643526
45,?,HS-grad,9,Divorced,?,Not-in-family,White,Female,40,United-States,0,0.024072085
72,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,United-States,0,0.49252766
39,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0.07103945
28,Private,12th,8,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0,0.0013245682
38,Private,Bachelors,13,Divorced,Tech-support,Other-relative,White,Male,40,United-States,0,0.07060257
44,Private,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,55,United-States,0,0.37677738
51,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,40,United-States,0,0.19540517
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,36,United-States,0,0.0008869197
25,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Female,45,United-States,0,0.01292231
52,Private,Some-college,10,Divorced,Sales,Other-relative,White,Female,20,United-States,1,0.02048864
45,Private,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female,40,United-States,0,0.056912627
17,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Female,12,United-States,0,0.00031545796
20,Private,HS-grad,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,15,?,0,0.00043874033
64,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,0,0.71314025
34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,0.23106144
74,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,United-States,0,0.20586434
58,Federal-gov,11th,7,Divorced,Craft-repair,Not-in-family,Black,Female,40,United-States,1,0.24604505
44,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.7933503
23,State-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,25,United-States,0,0.00306207
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,50,United-States,0,0.0008144105
27,Private,Assoc-voc,11,Never-married,Tech-support,Other-relative,White,Female,36,United-States,0,0.0033251669
34,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1,0.69999075
18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,24,United-States,0,0.00056162325
33,Private,11th,7,Never-married,Sales,Unmarried,Black,Female,17,United-States,0,0.0034960764
50,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,0,0.31402698
47,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,50,United-States,0,0.14740965
50,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1,0.9400056
18,Private,11th,7,Never-married,Sales,Own-child,White,Female,15,United-States,0,0.00036179918
49,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,1,0.8940037
34,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,0,0.18957333
51,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1,0.8281127
56,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.48716843
64,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,8,United-States,0,0.0036795437
23,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,50,United-States,0,0.003341466
33,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0.24376622
43,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0,0.90794563
60,Federal-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,1,0.39863357
57,State-gov,12th,8,Divorced,Other-service,Unmarried,White,Female,40,United-States,0,0.00466121
22,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,0,0.1063607
23,Private,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0,0.0022590691
54,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1,0.6289201
39,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,52,United-States,1,0.60901064
32,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0,0.39110294
20,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,15,United-States,0,0.00054891856
30,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,52,United-States,0,0.10312472
56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,0,0.21388848
34,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,0.14302716
32,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,0,0.03479423
59,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,0.8522977
19,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,11,United-States,0,0.001392671
60,?,9th,5,Widowed,?,Not-in-family,White,Female,40,United-States,0,0.017616525
29,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,42,United-States,0,0.10553234
24,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0,0.26562038
41,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,35,United-States,0,0.10943992
23,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Female,30,El-Salvador,0,0.000100345795
32,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1,0.35075578
51,Self-emp-inc,HS-grad,9,Never-married,Sales,Other-relative,White,Male,40,?,0,0.074301295
18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,10,United-States,0,0.0005324089
28,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,40,?,0,0.0013561053
33,?,Some-college,10,Married-civ-spouse,?,Wife,White,Female,40,United-States,1,0.30364874
38,Private,HS-grad,9,Separated,Transport-moving,Unmarried,Black,Female,30,United-States,0,0.0019814284
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,England,0,0.18982701
25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0,0.13828744
31,Private,Prof-school,15,Never-married,Tech-support,Not-in-family,White,Male,55,United-States,0,0.49427512
34,Private,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,25,United-States,0,0.010124293
34,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1,0.4807987
66,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.6873672
41,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Guatemala,0,0.049819138
62,Private,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,United-States,0,0.062567435
58,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,0,0.47014526
40,Private,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,40,Canada,0,0.0334428
24,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,40,Philippines,0,0.007761645
47,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.59309006
19,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,25,United-States,0,0.00012330188
32,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,0.29931265
51,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.013511744
25,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0,0.022334987
60,?,Masters,14,Married-civ-spouse,?,Husband,White,Male,40,United-States,0,0.5893726
22,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,0,0.009120784
29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,1,0.813187
20,Private,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Male,40,United-States,0,0.0863702
42,Private,7th-8th,4,Divorced,Craft-repair,Unmarried,White,Male,40,Puerto-Rico,0,0.008283776
18,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,20,United-States,0,0.0002954271
23,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,40,Vietnam,0,0.014863258
28,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,?,1,0.5219547
55,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,1,0.29004112
40,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0,0.025495922
52,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Male,50,United-States,0,0.2726113
37,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,40,United-States,1,0.017888965
21,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,22,United-States,0,0.00049546675
35,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,60,United-States,0,0.12039389
45,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,48,United-States,0,0.055923935
39,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0,0.004576674
54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,0,0.4759886
42,Private,7th-8th,4,Divorced,Sales,Not-in-family,White,Female,40,United-States,0,0.0064106057
26,?,Some-college,10,Married-civ-spouse,?,Wife,White,Female,20,United-States,0,0.12132112
59,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.56185836
42,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,1,0.23581247
22,Private,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,20,United-States,0,0.00064798683
33,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.12944508
39,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1,0.23174395
18,Self-emp-inc,11th,7,Never-married,Farming-fishing,Own-child,White,Male,70,United-States,0,0.004623153
46,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,60,United-States,1,0.6972148
24,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0,0.038335472
28,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,30,Ecuador,0,0.018444624
21,State-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,43,United-States,0,0.0028202275
22,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,30,United-States,0,0.0048525054
61,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,Philippines,1,0.28519112
56,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Laos,0,0.16247377
21,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,20,United-States,0,0.00045315895
17,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,26,United-States,0,7.8750796E-05
29,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,?,1,0.21717373
28,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1,0.4153139
62,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,38,United-States,0,0.037542988
39,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0,0.009031053
30,Local-gov,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,0,0.14317277
20,?,11th,7,Never-married,?,Unmarried,White,Male,40,El-Salvador,0,0.00039925383
18,Local-gov,11th,7,Never-married,Adm-clerical,Own-child,White,Male,12,United-States,0,0.0006431938
54,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,0.006946798
49,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1,0.43133366
33,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,Hong,0,0.44672066
50,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,0.744843
57,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,78,United-States,0,0.46883726
50,State-gov,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,40,United-States,0,0.045763716
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.8353297
41,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,White,Male,40,United-States,1,0.36566308
23,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,0,0.17146264
23,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,0,0.05761774
47,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,Hungary,0,0.17818643
39,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,South,0,0.37826994
29,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,1,0.2868306
46,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,0,0.29642898
18,Private,5th-6th,3,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,0.000107509375
68,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.05877889
62,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1,0.72938746
43,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,0.5969589
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.27005664
21,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,0.002047286
21,State-gov,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,0.0005395591
41,Local-gov,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Female,45,United-States,0,0.025552256
61,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0.38563794
24,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0,0.029027203
21,Private,HS-grad,9,Never-married,Protective-serv,Own-child,Black,Male,40,United-States,0,0.0013181637
36,State-gov,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,0,0.007945598
37,Local-gov,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Female,40,United-States,0,0.21287918
69,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,1,0.5204048
49,Federal-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,0,0.09841614
55,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,53,United-States,1,0.24301952
21,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.10431414
18,Private,10th,6,Never-married,Other-service,Own-child,White,Male,40,United-States,0,0.00044158008
26,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,40,United-States,0,0.18467554
20,?,Some-college,10,Never-married,?,Own-child,White,Female,18,?,0,0.00020903292
46,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,0,0.20440294
23,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,0.0047223656
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.41650566
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,1,0.3716822
42,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0,0.13978735
41,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,1,0.6935686
45,Private,Assoc-acdm,12,Widowed,Sales,Unmarried,White,Female,40,Cuba,0,0.03198613
52,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0,0.15337715
22,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,18,United-States,0,0.003651109
20,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0,0.0029295092
27,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,43,United-States,0,0.01785898
36,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,0,0.14369366
34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,52,United-States,0,0.09144593
38,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,0.812133
20,?,Some-college,10,Never-married,?,Own-child,White,Female,40,United-States,0,0.00062048296
47,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,45,United-States,0,0.022249628
21,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,0.15928662
33,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,0,0.022235949
31,Local-gov,Assoc-acdm,12,Never-married,Protective-serv,Unmarried,White,Male,40,United-States,0,0.13675167
61,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,0,0.12693277
46,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,45,United-States,0,0.119638614
55,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,1,0.8448023
19,State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,0,0.0035048123
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1,0.28989834
61,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0.17189638
28,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,0.09291799
28,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0.115624785
61,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,38,United-States,1,0.2546315
61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,37,United-States,0,0.41052037
54,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0.53772676
50,Self-emp-inc,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,70,Germany,0,0.33259243
37,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,1,0.8309067
17,?,11th,7,Never-married,?,Own-child,White,Female,30,United-States,0,0.00015569245
56,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,4,United-States,0,0.08153745
31,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,1,0.2989321
32,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,United-States,1,0.7482398
28,Private,11th,7,Divorced,Other-service,Unmarried,White,Female,40,United-States,0,0.0069548814
34,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,0.44427064
33,Private,10th,6,Never-married,Other-service,Own-child,White,Female,25,United-States,0,0.00042126817
42,Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,35,United-States,0,0.009094933
64,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,0,0.63515985
29,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20,United-States,0,0.040902622
41,?,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,32,Mexico,0,0.01282658
45,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0.38568532
48,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1,0.8226401
44,Private,Some-college,10,Separated,Tech-support,Not-in-family,White,Female,38,United-States,0,0.07900777
34,Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,0.105223514
40,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,45,United-States,0,0.03554322
45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.40163708
23,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,20,United-States,0,0.0003713373
51,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1,0.8147626
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,0.19698998
57,Private,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Male,40,United-States,1,0.6781175
23,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.0076908018
34,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,1,0.1578086
36,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,0.021861142
56,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,32,United-States,1,0.9241417
42,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0,0.039316777
45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0,0.88847184
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,United-States,1,0.81984717
29,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1,0.5312424
54,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0,0.354734
40,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1,0.2967779
29,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0.14160393
35,Federal-gov,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0,0.024532955
47,Private,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,37,United-States,0,0.01992818
51,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Female,43,United-States,0,0.21742913
28,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,40,Mexico,0,0.0013771699
58,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,1,0.3814477
24,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,25,United-States,0,0.0003850956
46,State-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,0,0.14415234
57,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,48,United-States,0,0.23015428
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,20,United-States,0,0.00014343961
28,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Male,30,Jamaica,0,0.023176236
17,?,10th,6,Never-married,?,Own-child,White,Male,25,United-States,0,0.00010744184
23,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,60,United-States,0,0.010801464
19,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0,0.0018551685
66,State-gov,HS-grad,9,Widowed,Prof-specialty,Unmarried,Black,Female,35,United-States,0,0.039035466
38,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0,0.6437057
39,Federal-gov,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,0,0.05859295
39,?,12th,8,Married-civ-spouse,?,Husband,White,Male,40,United-States,0,0.13760597
47,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1,0.32398185
39,Private,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,60,United-States,0,0.019379957
22,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,40,United-States,0,0.0008234336
36,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,30,United-States,0,0.0046447064
32,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,Philippines,0,0.35286915
29,?,HS-grad,9,Never-married,?,Not-in-family,White,Male,40,United-States,0,0.009107283
43,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0,0.16412015
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.4270788
42,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0,0.09807148
32,State-gov,12th,8,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.001395299
34,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0,0.019044934
51,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,57,United-States,0,0.6421217
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,0,0.7271606
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,20,United-States,0,5.374448E-05
33,Self-emp-not-inc,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,15,United-States,0,0.0145179
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.25483847
32,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0.38464433
38,?,Assoc-voc,11,Never-married,?,Own-child,White,Male,15,United-States,0,0.0015876
27,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,60,United-States,1,0.1882471
35,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1,0.5757492
29,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,0,0.057938706
40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.3460847
