age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,class,out,cluster
37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1,0.6401194,-1
51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1,0.43048677,154
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,47,United-States,0,0.27540848,7
29,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,Black,Male,40,United-States,1,0.110198066,-1
39,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.16116321,-1
48,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,1,0.5015814,-1
44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1,0.790153,17
39,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.12233185,223
22,Local-gov,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,0,0.001003469,-1
27,?,Some-college,10,Married-civ-spouse,?,Wife,White,Female,40,United-States,1,0.21772414,321
42,Private,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0,0.07024076,-1
18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,33,United-States,0,0.000897676,67
27,Private,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Female,25,United-States,0,0.005566044,-1
51,Private,10th,6,Separated,Machine-op-inspct,Unmarried,Black,Female,40,United-States,0,0.000448642,-1
27,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0.24310662,182
60,Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0,0.098185666,-1
36,Private,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Italy,0,0.026234979,-1
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,60,China,1,0.78448975,-1
40,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,52,United-States,1,0.45034468,29
63,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.6524561,120
41,Private,HS-grad,9,Married-spouse-absent,Transport-moving,Unmarried,Black,Male,50,United-States,0,0.011441805,-1
53,?,12th,8,Married-civ-spouse,?,Wife,White,Female,40,Italy,0,0.09904836,-1
34,Private,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,48,Germany,0,0.029479722,-1
34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,0.2965256,118
31,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1,0.60718244,305
22,State-gov,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,15,United-States,0,0.00756637,-1
49,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0.7114183,113
43,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,35,United-States,0,0.12897198,46
36,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,0.8736094,40
27,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,37,United-States,0,0.05233742,147
52,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,1,0.2737844,-1
29,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,50,United-States,0,0.16503417,95
27,Private,10th,6,Separated,Machine-op-inspct,Own-child,White,Male,35,Mexico,0,0.000455182,-1
42,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,65,United-States,0,0.055184267,72
49,Self-emp-not-inc,Bachelors,13,Widowed,Sales,Unmarried,White,Female,40,United-States,0,0.26178074,-1
24,Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,50,United-States,0,0.021892088,-1
22,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Male,20,United-States,0,0.004623561,-1
30,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Unmarried,White,Male,40,United-States,0,0.27839318,-1
28,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0,0.012097753,244
20,Private,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,40,United-States,0,0.002062943,-1
45,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,United-States,1,0.93445706,254
39,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,50,United-States,1,0.061250944,318
43,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,66,France,0,0.43651766,-1
18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,20,United-States,0,0.000454989,67
53,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.33091328,13
74,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,20,United-States,1,0.3881406,34
39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,48,Philippines,1,0.8919258,-1
33,?,10th,6,Never-married,?,Other-relative,White,Male,40,United-States,0,0.001556562,-1
49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States,1,0.4417591,7
21,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,35,United-States,0,0.015783295,-1
65,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,40,United-States,0,0.49006957,145
39,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,1,0.12675515,-1
49,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,25,United-States,0,0.2989691,320
20,?,Some-college,10,Never-married,?,Own-child,White,Female,40,United-States,0,0.000620483,205
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,1,0.85793984,3
46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0.3302844,1
29,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,32,United-States,1,0.38842234,-1
61,Self-emp-not-inc,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,Female,16,United-States,0,0.0953408,-1
48,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,38,United-States,0,0.09779361,326
44,Private,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0,0.07642106,-1
37,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0,0.63554025,-1
45,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,0.5753346,58
51,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1,0.58833873,9
33,Local-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,0,0.117452845,-1
55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,United-States,0,0.7095893,-1
25,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,60,United-States,0,0.12829317,376
26,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,40,Philippines,0,0.004216389,-1
54,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.63623726,77
38,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,33,United-States,0,0.019356532,184
39,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,United-States,1,0.8058049,-1
20,State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,0,0.00391777,-1
30,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.012784981,69
29,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Other,Male,45,United-States,0,0.009351185,-1
42,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,40,United-States,0,0.017834183,-1
24,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,0.033147868,-1
36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,1,0.36317563,13
60,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,50,South,1,0.28853473,-1
42,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,44,United-States,0,0.06559363,-1
42,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,0.21981025,264
46,Private,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,40,Columbia,0,8.76E-05,-1
52,State-gov,Masters,14,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,44,United-States,1,0.42043826,-1
27,?,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,20,United-States,0,0.098135814,-1
43,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,35,United-States,0,0.00511825,167
43,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.08438279,395
27,Private,11th,7,Divorced,Craft-repair,Own-child,White,Male,40,United-States,0,0.020567479,-1
52,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0.9113395,371
31,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0,0.29821846,125
38,?,7th-8th,4,Divorced,?,Unmarried,Black,Female,30,United-States,0,0.000151386,-1
44,Private,9th,5,Never-married,Other-service,Unmarried,Black,Female,40,United-States,0,0.005306957,-1
27,Private,Some-college,10,Divorced,Prof-specialty,Own-child,White,Female,40,United-States,0,0.02946611,-1
50,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,0,0.28673327,185
23,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0,0.011075858,87
22,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,30,United-States,0,0.000818953,335
36,State-gov,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,40,United-States,0,0.012136464,-1
24,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0,0.050667908,124
59,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,0.5615881,34
39,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1,0.4916994,96
23,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0,0.010130115,196
37,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,42,United-States,0,0.17758013,-1
25,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,38,United-States,0,0.001044889,-1
40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,45,United-States,0,0.46309826,-1
38,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,India,1,0.6860746,-1
31,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,0,0.0671738,98
28,Local-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.3727662,-1
24,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Male,25,United-States,0,0.00170035,-1
46,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,50,United-States,1,0.7206524,-1
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,Laos,0,0.19264829,-1
38,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,0.9279371,-1
53,Private,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Female,40,United-States,0,0.02663552,-1
33,Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,1,0.38595185,-1
39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,60,?,0,0.7197807,-1
44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,0,0.39619014,13
46,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,45,England,1,0.54855245,-1
30,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,40,United-States,0,0.029961368,328
24,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0.16539656,34
29,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,0.004255686,258
62,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,0,0.5679805,182
25,Private,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,45,United-States,0,0.05409672,-1
45,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0,0.03934604,244
21,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,0.003763187,337
64,Federal-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1,0.5780926,-1
39,Private,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,40,United-States,0,0.23644228,-1
60,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0.398408,29
35,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,0,0.060699902,-1
27,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,0,0.05983697,147
41,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,40,United-States,0,0.0478297,388
32,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0,0.71626985,210
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.13157658,7
32,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.47731447,190
42,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1,0.49782664,272
58,Private,Masters,14,Widowed,Sales,Not-in-family,White,Female,27,United-States,0,0.21784636,-1
23,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,India,1,0.6477063,-1
31,Federal-gov,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,40,United-States,0,0.036934678,-1
28,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black,Female,45,?,0,0.006127641,-1
41,?,Some-college,10,Widowed,?,Unmarried,Black,Female,20,United-States,0,0.001016467,-1
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,16,United-States,1,0.67623085,251
19,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,38,United-States,0,0.002579089,146
27,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,20,United-States,0,0.09717988,-1
61,Self-emp-not-inc,9th,5,Married-civ-spouse,Sales,Husband,White,Male,58,United-States,1,0.24691494,-1
39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1,0.73841226,61
25,Private,Bachelors,13,Never-married,Handlers-cleaners,Unmarried,Black,Male,40,United-States,0,0.008964533,-1
58,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,0.5568819,34
27,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Transport-moving,Other-relative,Other,Male,50,Ecuador,1,0.8046085,-1
51,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,52,United-States,0,0.11150279,-1
43,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.7135926,116
46,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.009694532,132
67,?,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,40,United-States,0,0.12798667,-1
50,Local-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,0.24602722,-1
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,15,United-States,0,9.9E-05,83
35,Private,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,32,United-States,1,0.16279963,-1
57,Private,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Italy,0,0.09606171,-1
40,Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,40,Philippines,0,0.05209174,-1
42,Local-gov,10th,6,Never-married,Farming-fishing,Unmarried,White,Male,35,United-States,0,0.005006744,-1
67,Self-emp-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.19359459,-1
47,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,United-States,1,0.5368955,246
30,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,50,United-States,0,0.008472174,12
26,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,15,United-States,0,0.000657486,-1
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.4270788,7
38,Private,Some-college,10,Widowed,Other-service,Other-relative,Black,Female,45,Haiti,0,0.001620092,-1
24,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,35,United-States,0,0.017027143,-1
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,50,United-States,0,0.44505262,-1
34,State-gov,Bachelors,13,Married-civ-spouse,Tech-support,Own-child,White,Female,25,?,1,0.23786493,-1
70,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,1,0.55349296,-1
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.27005664,7
61,?,Masters,14,Married-civ-spouse,?,Husband,White,Male,2,United-States,1,0.22927648,-1
26,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,1,0.19934289,80
64,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,3,United-States,0,0.081547715,-1
26,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,35,United-States,0,0.001936205,233
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,0,0.1946165,173
55,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,36,United-States,0,0.0679317,108
23,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,45,?,0,0.033541955,-1
33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.22211301,48
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1,0.8179617,3
28,Local-gov,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,20,United-States,0,0.002590969,-1
50,Private,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30,United-States,0,0.37108803,-1
26,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,55,United-States,1,0.633412,165
44,Federal-gov,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,0,0.024585286,-1
51,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,United-States,0,0.15855056,-1
34,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,0,0.14228137,98
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,39,United-States,1,0.6868058,61
29,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,0.8382791,40
24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,40,United-States,0,0.07898383,-1
27,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.004530705,195
44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,0.5159261,80
24,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,0.006749789,139
54,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1,0.7587312,77
47,Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,50,United-States,1,0.029369893,401
30,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,30,United-States,0,0.008020017,169
35,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.013414308,19
39,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,0,0.5910562,-1
42,Private,Assoc-acdm,12,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,0,0.011140078,-1
70,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0.8766594,-1
41,Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Philippines,0,0.39155683,-1
36,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,38,United-States,0,0.035931993,327
44,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,1,0.80206937,31
42,?,HS-grad,9,Separated,?,Unmarried,White,Male,40,United-States,0,0.019287534,-1
20,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Female,17,United-States,0,0.000166961,-1
29,Private,10th,6,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0,0.03793335,-1
27,Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,0,0.2915766,-1
30,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,United-States,1,0.6972086,-1
59,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,0,0.17078383,-1
31,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,25,United-States,0,0.01820989,405
21,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,40,Mexico,0,0.000759591,-1
26,Private,Some-college,10,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,37,Taiwan,0,0.007841901,-1
57,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1,0.6598784,162
59,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,1,0.20442973,128
87,?,HS-grad,9,Widowed,?,Not-in-family,White,Male,2,United-States,0,0.021571666,-1
25,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,55,United-States,0,0.025736934,253
39,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1,0.79797214,31
53,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.8123715,31
32,State-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.009961735,-1
38,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.13625143,76
21,Private,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,Black,Female,35,United-States,0,0.00088513,-1
17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,0,0.000408711,38
44,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,0,0.006789565,-1
23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,0,0.000163625,111
57,Private,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,1,0.49462193,-1
30,State-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0.04189867,-1
51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,0,0.25238574,68
54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,0,0.24522197,48
44,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,Germany,0,0.028520163,-1
60,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,16,United-States,1,0.13414375,-1
28,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,42,United-States,1,0.5921881,17
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,1,0.3913149,13
55,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.81459635,31
36,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,1,0.83882356,274
55,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,1,0.87320507,281
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,55,United-States,1,0.37684152,13
30,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1,0.44381338,20
40,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,United-States,0,0.33515063,235
30,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0.88288087,203
40,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,30,Guatemala,1,0.82021743,-1
24,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,50,United-States,0,0.011662785,-1
18,Private,11th,7,Never-married,Sales,Own-child,White,Male,20,United-States,0,0.00097434,144
18,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,25,United-States,0,0.000103214,199
49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,1,0.4736888,7
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,0.47865736,7
28,Local-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,0.09387018,-1
32,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.32018697,256
48,Self-emp-not-inc,Some-college,10,Separated,Sales,Unmarried,White,Female,50,United-States,0,0.04520413,-1
24,Private,7th-8th,4,Never-married,Priv-house-serv,Own-child,White,Female,32,El-Salvador,0,6.65E-07,-1
73,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,25,United-States,0,0.29591298,-1
35,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,?,1,0.65920883,-1
23,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,1,0.27019367,125
19,Private,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Female,40,United-States,0,9.61E-05,-1
27,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,35,Mexico,0,0.066101804,-1
27,Private,12th,8,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0,0.009422038,-1
41,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,0.9043735,245
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,0,0.0851216,7
64,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.5777223,37
