age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,country,out,class,cluster
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.81637985,0,21
23,Private,HS-grad,Never-married,Sales,Own-child,White,Male,40,United-States,0.0021136908,0,79
21,?,Some-college,Never-married,?,Own-child,White,Male,35,United-States,0.00022363929,0,11
49,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,0.44072577,1,-1
53,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,Black,Male,40,United-States,0.1914373,0,-1
38,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Female,43,United-States,0.4876478,1,-1
36,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,Taiwan,0.03339465,0,-1
32,Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,72,Mexico,0.06883748,0,-1
20,Private,11th,Never-married,Transport-moving,Other-relative,White,Male,40,Guatemala,0.0013526516,0,-1
17,?,11th,Never-married,?,Own-child,White,Male,10,United-States,2.6058924E-05,0,-1
22,Private,Some-college,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Female,32,United-States,0.0023020655,0,-1
25,Private,Assoc-voc,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,40,United-States,0.021843487,0,-1
58,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.4437581,0,4
24,Private,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,20,United-States,0.0017779912,0,-1
48,State-gov,HS-grad,Divorced,Craft-repair,Own-child,White,Male,40,United-States,0.1850057,1,-1
20,Private,1st-4th,Never-married,Farming-fishing,Not-in-family,White,Male,30,El-Salvador,1.7701342E-06,0,-1
60,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.38290974,1,-1
20,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,30,United-States,0.00035578728,0,-1
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0.6578302,1,82
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,Female,40,United-States,0.5091478,1,-1
46,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Philippines,0.8605369,1,-1
22,Private,11th,Never-married,Sales,Unmarried,White,Female,25,United-States,0.001906759,0,-1
19,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,35,United-States,0.0012917535,0,-1
37,Private,HS-grad,Never-married,Sales,Unmarried,White,Male,40,United-States,0.04071783,0,-1
30,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Female,40,United-States,0.09130414,1,-1
44,Private,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,25,United-States,0.075252324,0,-1
63,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,25,United-States,0.10904484,0,74
22,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,45,Canada,0.00504943,0,-1
31,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0.7198478,0,-1
17,Private,11th,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0.002538783,0,-1
21,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0.00062740955,0,5
67,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.914997,1,66
46,Private,7th-8th,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,0.07694783,0,-1
29,Private,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Male,50,United-States,0.011452153,0,-1
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,6,United-States,3.6376023E-05,0,-1
27,Private,Some-college,Never-married,Other-service,Own-child,White,Male,24,United-States,0.0010606444,0,83
35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.28241035,1,47
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,0.0012675854,0,22
36,Private,12th,Separated,Other-service,Unmarried,White,Female,40,Mexico,0.00074426585,0,-1
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.8676031,1,0
62,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0.16569878,0,-1
28,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,Canada,0.112453,0,-1
18,Private,11th,Never-married,Other-service,Own-child,White,Female,15,United-States,0.00016470368,0,12
59,Private,Prof-school,Married-civ-spouse,Transport-moving,Husband,Black,Male,50,United-States,0.5606503,1,-1
37,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,0.42464453,0,-1
27,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,0.0140941,0,-1
46,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,43,United-States,0.101581916,0,-1
29,Private,11th,Separated,Sales,Not-in-family,White,Female,42,United-States,0.0076598553,0,-1
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0.8090486,1,123
62,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.4533183,0,4
46,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,0.8798085,1,2
28,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.053757083,0,-1
22,Private,Some-college,Never-married,Sales,Own-child,White,Female,35,United-States,0.0010094051,0,26
46,Federal-gov,Masters,Married-civ-spouse,Armed-Forces,Husband,White,Male,40,United-States,0.8410351,1,-1
54,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.6477342,1,-1
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,72,United-States,0.46748757,0,4
67,?,Doctorate,Married-civ-spouse,?,Husband,White,Male,20,Canada,0.7610888,1,-1
62,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,20,United-States,0.5839137,1,72
30,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Poland,0.037182894,0,-1
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,20,United-States,0.00018677294,0,104
49,?,7th-8th,Married-civ-spouse,?,Husband,White,Male,99,United-States,0.32279724,0,-1
27,Private,Assoc-voc,Never-married,Machine-op-inspct,Unmarried,White,Male,45,United-States,0.013539407,0,-1
36,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0.37087736,1,47
52,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.5464089,1,-1
47,Private,12th,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,55,United-States,0.042892188,0,-1
57,Local-gov,HS-grad,Divorced,Protective-serv,Not-in-family,White,Female,40,United-States,0.20727961,0,-1
64,Private,Some-college,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,40,United-States,0.09132127,0,-1
56,?,HS-grad,Divorced,?,Not-in-family,White,Male,40,United-States,0.10013762,0,-1
53,Private,11th,Widowed,Other-service,Own-child,White,Female,47,United-States,0.0073274737,0,-1
53,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,0.6550996,1,103
31,Private,Some-college,Separated,Sales,Unmarried,Asian-Pac-Islander,Male,40,South,0.03384129,0,-1
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0.8370816,1,0
45,Local-gov,HS-grad,Separated,Other-service,Unmarried,Black,Female,40,United-States,0.0030108744,0,-1
63,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,45,United-States,0.5267436,0,-1
45,State-gov,HS-grad,Divorced,Adm-clerical,Other-relative,White,Female,40,United-States,0.025327133,0,-1
23,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,28,United-States,0.0026490854,0,65
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,72,United-States,0.7884185,0,-1
31,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.4870597,0,-1
35,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,0.17315724,0,-1
54,Private,Masters,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0.79825735,1,-1
22,?,Some-college,Never-married,?,Own-child,White,Female,40,Mexico,0.00011266376,0,-1
40,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0.06855329,0,-1
55,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.5568107,1,-1
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.17814901,0,4
58,Self-emp-inc,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0.3255199,0,-1
31,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,99,United-States,0.87501585,1,-1
46,Self-emp-not-inc,HS-grad,Widowed,Other-service,Other-relative,White,Female,40,United-States,0.03112687,0,-1
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.4052105,0,105
22,Local-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Female,25,United-States,0.0016417931,0,-1
17,?,10th,Never-married,?,Own-child,White,Male,30,United-States,2.6376449E-05,0,-1
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,England,0.3834567,0,-1
73,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,United-States,0.5605643,0,-1
25,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,0.40914375,1,50
53,Federal-gov,Some-college,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,0.18310282,0,-1
46,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0.46406743,1,127
45,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,25,?,0.46863475,1,-1
37,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,40,United-States,0.074643634,0,-1
30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,0.13356929,0,17
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.19311485,0,6
29,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0.10138917,0,-1
75,?,Bachelors,Widowed,?,Not-in-family,White,Female,6,United-States,0.034523707,0,-1
58,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.9178542,1,66
42,Self-emp-not-inc,7th-8th,Married-civ-spouse,Other-service,Wife,Black,Female,50,United-States,0.07839384,0,-1
62,Local-gov,9th,Divorced,Protective-serv,Not-in-family,Black,Male,24,United-States,0.1419027,0,-1
45,Local-gov,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,United-States,0.42251885,1,-1
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.70235735,1,72
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0.5909274,1,-1
70,?,HS-grad,Widowed,?,Not-in-family,White,Female,40,United-States,0.026005663,0,137
42,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,0.18262291,0,-1
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,0.71960515,1,100
42,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,0.12364274,0,-1
43,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,38,United-States,0.4415648,1,-1
37,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.3940274,1,58
36,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,39,United-States,0.40496394,1,-1
27,Private,Bachelors,Never-married,Tech-support,Not-in-family,Black,Female,40,France,0.030632572,0,-1
54,Private,5th-6th,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,40,Mexico,0.002393411,0,-1
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.21396951,1,-1
29,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,30,United-States,0.0023000797,0,-1
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,0.17780884,0,6
37,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,47,United-States,0.031444862,0,-1
55,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.65099657,0,-1
67,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,20,United-States,0.0032214182,0,-1
51,Private,HS-grad,Widowed,Handlers-cleaners,Not-in-family,White,Male,30,United-States,0.02596561,0,-1
35,Private,Masters,Never-married,Prof-specialty,Unmarried,White,Female,32,United-States,0.073476814,0,-1
41,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,?,0.12616546,0,-1
64,Self-emp-not-inc,HS-grad,Widowed,Other-service,Other-relative,White,Female,40,United-States,0.036760397,0,-1
23,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,55,Mexico,0.0024258522,0,-1
49,Private,Bachelors,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,35,Philippines,0.03990356,0,-1
38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,United-States,0.64501965,0,-1
62,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Female,40,United-States,0.0020866452,0,-1
62,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,10,United-States,0.041744485,0,-1
70,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,14,United-States,0.06382736,0,74
45,Self-emp-not-inc,Masters,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0.16460395,0,-1
20,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,40,United-States,0.0025016514,0,-1
38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,0.3802317,0,6
50,Self-emp-inc,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.5422173,0,-1
40,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,55,United-States,0.5951582,1,-1
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,70,United-States,0.3801208,0,4
52,Federal-gov,Some-college,Separated,Exec-managerial,Not-in-family,White,Female,40,United-States,0.14996278,0,-1
28,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,50,United-States,0.26244506,1,-1
62,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,0.2291746,0,-1
31,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,United-States,0.009027178,0,76
40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.49231926,1,45
34,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,40,United-States,0.038094983,0,134
53,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.5565127,1,15
42,Private,12th,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,0.0012529745,0,-1
26,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,25,United-States,0.036546182,0,101
51,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0.42969653,1,51
49,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0.8237038,1,61
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.33015597,0,6
42,Private,Some-college,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,0.085316785,0,-1
31,Private,11th,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Female,40,India,0.010172313,0,-1
26,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Other,Male,40,United-States,0.036206193,0,-1
50,Private,Bachelors,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,Philippines,0.47720277,0,-1
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.2578102,0,6
37,Private,Some-college,Never-married,Tech-support,Other-relative,White,Female,40,United-States,0.012160383,0,-1
53,?,HS-grad,Never-married,?,Not-in-family,White,Male,35,United-States,0.043269277,0,-1
20,Private,Some-college,Never-married,Sales,Own-child,White,Male,16,United-States,0.0003974523,0,25
31,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.746675,1,-1
28,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,0.009706702,0,16
46,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,Black,Male,40,United-States,0.40224257,1,-1
21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,8,United-States,0.0011283288,0,-1
41,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,0.7755128,1,-1
30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,70,United-States,0.43558675,1,-1
66,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,0.89552027,0,-1
37,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0.6573385,1,-1
74,State-gov,7th-8th,Widowed,Handlers-cleaners,Not-in-family,White,Female,20,United-States,0.0010119327,0,-1
46,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,70,United-States,0.43480858,1,-1
51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.9293193,1,66
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.7985355,1,0
30,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0.021257997,0,-1
47,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.84288454,1,63
49,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0.2855702,0,-1
53,Private,HS-grad,Divorced,Craft-repair,Unmarried,Black,Female,48,United-States,0.09225376,0,-1
24,Private,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0.015128796,0,-1
54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0.5362303,0,9
32,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0.010673628,0,126
45,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0.55231667,0,19
46,Self-emp-inc,HS-grad,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,45,United-States,0.07199598,0,-1
37,State-gov,Some-college,Divorced,Other-service,Not-in-family,White,Male,65,United-States,0.015582432,0,-1
48,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,61,United-States,0.81926763,1,135
25,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0.017576769,0,106
28,?,HS-grad,Married-civ-spouse,?,Wife,White,Female,20,United-States,0.099364884,0,-1
44,?,12th,Separated,?,Not-in-family,White,Female,36,Puerto-Rico,0.00026911867,0,-1
58,?,Some-college,Married-civ-spouse,?,Husband,Black,Male,30,United-States,0.22244832,0,-1
27,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,0.004266103,0,-1
69,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Male,8,United-States,0.029629935,0,-1
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,52,United-States,0.7675656,1,72
47,Private,12th,Never-married,Adm-clerical,Other-relative,Black,Female,40,United-States,0.0029200728,0,-1
30,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,60,United-States,0.07176451,0,-1
46,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,0.0009257624,0,48
27,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,0.30776495,0,-1
19,Private,Some-college,Never-married,Sales,Own-child,White,Male,35,United-States,0.000959362,0,25
18,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Female,40,United-States,0.0010795749,0,-1
24,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0.08403966,1,-1
32,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0.1039895,0,46
38,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,0.08981253,0,-1
19,Private,Preschool,Never-married,Farming-fishing,Not-in-family,White,Male,36,Hong,1.7850593E-07,0,-1
28,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0.0028152727,0,143
39,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,55,United-States,0.1775778,0,-1
38,Self-emp-not-inc,Some-college,Separated,Sales,Not-in-family,Asian-Pac-Islander,Male,60,Japan,0.034985427,0,-1
42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,0.44328254,1,-1
31,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0.49067044,1,-1
46,Private,9th,Separated,Machine-op-inspct,Not-in-family,White,Female,40,Ireland,0.008116417,0,-1
53,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,54,United-States,0.19254118,0,-1
21,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,White,Male,15,United-States,8.427259E-05,0,-1
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0.34858844,0,-1
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,52,United-States,0.6995411,1,108
30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0.24017867,0,9
24,Private,HS-grad,Never-married,Adm-clerical,Other-relative,Black,Male,40,Jamaica,0.00018549155,0,-1
32,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0.019331457,0,-1
30,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0.007422423,0,133
57,State-gov,Doctorate,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States,0.82645535,0,-1
56,Private,7th-8th,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0.019741032,0,-1
27,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Female,37,United-States,0.0049452633,0,-1
38,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Iran,0.18749529,0,-1
19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0.0017481935,0,116
61,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,0.4756742,1,-1
49,Private,Assoc-voc,Divorced,Tech-support,Unmarried,White,Female,40,United-States,0.049944177,0,-1
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,0.13623177,0,4
50,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,0.78725815,1,-1
43,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,84,United-States,0.7962405,1,-1
34,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,48,United-States,0.0019068362,0,-1
28,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.06824401,0,44
31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.22505441,0,55
55,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,Black,Female,44,United-States,0.0035622262,0,-1
26,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,0.77199316,1,123
51,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,0.8911178,1,-1
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.22716683,0,4
42,Private,Assoc-acdm,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,31,Laos,0.005859105,0,-1
63,?,Doctorate,Married-civ-spouse,?,Husband,White,Male,12,United-States,0.75046104,0,-1
31,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,30,United-States,0.146599,0,-1
22,Local-gov,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,20,United-States,0.00048254355,0,-1
67,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,60,United-States,0.26410645,0,-1
50,?,9th,Married-civ-spouse,?,Husband,White,Male,50,United-States,0.05080746,0,-1
63,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,24,United-States,0.01584667,0,-1
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.21519329,1,85
17,Private,11th,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,0.0053996886,0,-1
41,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,0.10219071,0,-1
53,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,38,United-States,0.0796292,0,-1
44,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,99,United-States,0.8504553,0,-1
24,Private,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,0.017082011,0,-1
35,Private,Assoc-voc,Divorced,Tech-support,Own-child,White,Male,35,United-States,0.029611569,0,-1
61,Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,0.77375007,1,-1
31,Private,Assoc-acdm,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,40,Philippines,0.088473655,0,-1
44,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0.70117044,1,88
56,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,36,United-States,0.39711124,1,52
66,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0.049635403,0,-1
45,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Vietnam,0.17072941,0,-1
69,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0.5623562,1,-1
64,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.45717964,0,4
38,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,36,United-States,0.5422467,1,108
43,Local-gov,Some-college,Separated,Craft-repair,Not-in-family,Black,Male,40,United-States,0.07877711,0,-1
37,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,49,United-States,0.1100154,0,77
19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,16,United-States,0.00037923214,0,112
59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.32178023,0,54
50,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.67607725,0,-1
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.7985355,1,0
